entry_id,network,instance,dispatch_id,op,name,kind,hart,actual_start_ms,actual_end_ms,actual_duration_ms
44,dronet,1,9,,,rvv,2,401.204000,402.310000,1.106000
45,dronet,1,10,,,rvv,2,402.310000,402.423000,0.113000
46,dronet,1,11,,,rvv,2,402.423000,402.429000,0.006000
47,dronet,1,12,,,rvv,2,402.429000,402.435000,0.006000
48,dronet,1,13,,,rvv,2,402.435000,403.090000,0.655000
49,dronet,1,14,,,rvv,2,403.090000,404.382000,1.292000
50,dronet,1,15,,,rvv,2,404.382000,404.474000,0.092000
51,dronet,1,16,,,rvv,2,404.474000,404.478000,0.004000
52,dronet,1,17,,,rvv,2,404.478000,404.479000,0.001000
53,dronet,1,18,,,rvv,2,404.479000,404.481000,0.002000
54,dronet,1,19,,,rvv,2,404.481000,404.484000,0.003000
55,dronet,1,20,,,rvv,2,404.484000,404.485000,0.001000
56,mlp_control,2,0,,,rvv,2,404.486000,404.539000,0.053000
57,mlp_control,2,1,,,rvv,2,404.539000,404.565000,0.026000
58,mlp_control,2,2,,,rvv,2,404.565000,404.935000,0.370000
59,mlp_control,2,3,,,rvv,2,404.935000,404.950000,0.015000
60,mlp_control,2,4,,,rvv,2,404.951000,405.045000,0.094000
61,mlp_control,2,5,,,rvv,2,405.045000,405.052000,0.007000
62,mlp_control,2,6,,,rvv,2,405.052000,405.055000,0.003000
63,mlp_control,3,0,,,rvv,2,405.056000,405.101000,0.045000
64,mlp_control,3,1,,,rvv,2,405.102000,405.126000,0.024000
65,mlp_control,3,2,,,rvv,2,405.126000,405.434000,0.308000
66,mlp_control,3,3,,,rvv,2,405.434000,405.449000,0.015000
67,mlp_control,3,4,,,rvv,2,405.450000,405.526000,0.076000
68,mlp_control,3,5,,,rvv,2,405.526000,405.533000,0.007000
69,mlp_control,3,6,,,rvv,2,405.533000,405.535000,0.002000
70,yolov8_nano,0,0,,,gemmini_q31,0,396.960000,408.337000,11.377000
71,dronet,2,0,,,rvv,2,425.294000,426.816000,1.522000
72,dronet,2,1,,,rvv,2,426.817000,427.041000,0.224000
73,dronet,2,2,,,rvv,2,427.041000,427.071000,0.030000
74,dronet,2,3,,,rvv,2,427.071000,427.914000,0.843000
75,dronet,2,4,,,rvv,2,427.915000,428.751000,0.836000
76,dronet,2,5,,,rvv,2,428.751000,428.931000,0.180000
77,dronet,2,6,,,rvv,2,428.931000,428.943000,0.012000
78,dronet,2,7,,,rvv,2,428.943000,428.952000,0.009000
79,dronet,2,8,,,rvv,2,428.952000,429.533000,0.581000
80,dronet,2,9,,,rvv,2,429.533000,430.639000,1.106000
81,dronet,2,10,,,rvv,2,430.639000,430.752000,0.113000
82,dronet,2,11,,,rvv,2,430.752000,430.758000,0.006000
83,dronet,2,12,,,rvv,2,430.758000,430.764000,0.006000
84,dronet,2,13,,,rvv,2,430.764000,431.418000,0.654000
85,dronet,2,14,,,rvv,2,431.418000,432.709000,1.291000
86,dronet,2,15,,,rvv,2,432.710000,432.801000,0.091000
87,dronet,2,16,,,rvv,2,432.801000,432.805000,0.004000
88,dronet,2,17,,,rvv,2,432.805000,432.806000,0.001000
89,dronet,2,18,,,rvv,2,432.806000,432.808000,0.002000
90,dronet,2,19,,,rvv,2,432.808000,432.811000,0.003000
91,dronet,2,20,,,rvv,2,432.811000,432.812000,0.001000
92,mlp_control,4,0,,,rvv,2,432.812000,432.865000,0.053000
93,mlp_control,4,1,,,rvv,2,432.865000,432.891000,0.026000
94,mlp_control,4,2,,,rvv,2,432.891000,433.255000,0.364000
95,mlp_control,4,3,,,rvv,2,433.255000,433.271000,0.016000
96,mlp_control,4,4,,,rvv,2,433.271000,433.364000,0.093000
97,mlp_control,4,5,,,rvv,2,433.365000,433.371000,0.006000
98,mlp_control,4,6,,,rvv,2,433.371000,433.374000,0.003000
99,mlp_control,5,0,,,rvv,2,433.375000,433.421000,0.046000
100,mlp_control,5,1,,,rvv,2,433.421000,433.445000,0.024000
101,mlp_control,5,2,,,rvv,2,433.445000,433.752000,0.307000
102,mlp_control,5,3,,,rvv,2,433.752000,433.768000,0.016000
103,mlp_control,5,4,,,rvv,2,433.768000,433.843000,0.075000
104,mlp_control,5,5,,,rvv,2,433.844000,433.850000,0.006000
105,mlp_control,5,6,,,rvv,2,433.850000,433.853000,0.003000
106,yolov8_nano,0,1,,,gemmini_q31,0,408.338000,436.807000,28.469000
107,yolov8_nano,0,2,,,gemmini_q31,0,436.807000,441.291000,4.484000
108,yolov8_nano,0,3,,,gemmini_q31,0,441.291000,455.020000,13.729000
109,yolov8_nano,0,4,,,gemmini_q31,0,455.020000,458.047000,3.027000
110,dronet,3,0,,,rvv,2,464.594000,466.122000,1.528000
111,dronet,3,1,,,rvv,2,466.123000,466.347000,0.224000
112,dronet,3,2,,,rvv,2,466.347000,466.377000,0.030000
113,dronet,3,3,,,rvv,2,466.377000,467.221000,0.844000
114,dronet,3,4,,,rvv,2,467.221000,468.057000,0.836000
115,dronet,3,5,,,rvv,2,468.058000,468.238000,0.180000
116,dronet,3,6,,,rvv,2,468.238000,468.250000,0.012000
117,dronet,3,7,,,rvv,2,468.250000,468.259000,0.009000
118,dronet,3,8,,,rvv,2,468.259000,468.840000,0.581000
119,dronet,3,9,,,rvv,2,468.840000,469.947000,1.107000
120,dronet,3,10,,,rvv,2,469.947000,470.060000,0.113000
121,dronet,3,11,,,rvv,2,470.060000,470.066000,0.006000
122,dronet,3,12,,,rvv,2,470.066000,470.072000,0.006000
123,dronet,3,13,,,rvv,2,470.072000,470.726000,0.654000
124,yolov8_nano,0,5,,,gemmini_q31,0,458.048000,471.964000,13.916000
125,dronet,3,14,,,rvv,2,470.727000,472.019000,1.292000
126,dronet,3,15,,,rvv,2,472.019000,472.111000,0.092000
127,dronet,3,16,,,rvv,2,472.111000,472.115000,0.004000
128,dronet,3,17,,,rvv,2,472.115000,472.116000,0.001000
129,dronet,3,18,,,rvv,2,472.116000,472.119000,0.003000
130,dronet,3,19,,,rvv,2,472.119000,472.121000,0.002000
131,dronet,3,20,,,rvv,2,472.122000,472.122000,0.000000
132,mlp_control,6,0,,,rvv,2,472.123000,472.178000,0.055000
133,mlp_control,6,1,,,rvv,2,472.178000,472.204000,0.026000
134,mlp_control,6,2,,,rvv,2,472.204000,472.580000,0.376000
135,mlp_control,6,3,,,rvv,2,472.580000,472.596000,0.016000
136,mlp_control,6,4,,,rvv,2,472.596000,472.691000,0.095000
137,mlp_control,6,5,,,rvv,2,472.691000,472.698000,0.007000
138,mlp_control,6,6,,,rvv,2,472.698000,472.702000,0.004000
139,mlp_control,7,0,,,rvv,2,472.702000,472.749000,0.047000
140,mlp_control,7,1,,,rvv,2,472.749000,472.773000,0.024000
141,mlp_control,7,2,,,rvv,2,472.773000,473.083000,0.310000
142,mlp_control,7,3,,,rvv,2,473.084000,473.099000,0.015000
143,mlp_control,7,4,,,rvv,2,473.099000,473.175000,0.076000
144,mlp_control,7,5,,,rvv,2,473.175000,473.182000,0.007000
145,mlp_control,7,6,,,rvv,2,473.182000,473.185000,0.003000
146,yolov8_nano,0,6,,,gemmini_q31,0,471.965000,474.804000,2.839000
147,yolov8_nano,0,7,,,gemmini_q31,0,474.805000,481.886000,7.081000
148,yolov8_nano,0,8,,,gemmini_q31,0,481.886000,484.679000,2.793000
149,yolov8_nano,0,9,,,gemmini_q31,0,484.679000,491.774000,7.095000
150,yolov8_nano,0,10,,,gemmini_q31,0,491.774000,492.605000,0.831000
151,yolov8_nano,0,11,,,gemmini_q31,0,492.605000,493.450000,0.845000
152,yolov8_nano,0,12,,,gemmini_q31,0,493.450000,496.701000,3.251000
153,dronet,4,0,,,rvv,2,505.094000,506.620000,1.526000
154,dronet,4,1,,,rvv,2,506.621000,506.845000,0.224000
155,dronet,4,2,,,rvv,2,506.845000,506.875000,0.030000
156,dronet,4,3,,,rvv,2,506.875000,507.718000,0.843000
157,dronet,4,4,,,rvv,2,507.718000,508.554000,0.836000
158,dronet,4,5,,,rvv,2,508.555000,508.734000,0.179000
159,dronet,4,6,,,rvv,2,508.735000,508.747000,0.012000
160,dronet,4,7,,,rvv,2,508.747000,508.756000,0.009000
161,dronet,4,8,,,rvv,2,508.756000,509.337000,0.581000
162,dronet,4,9,,,rvv,2,509.337000,510.444000,1.107000
163,dronet,4,10,,,rvv,2,510.444000,510.556000,0.112000
164,dronet,4,11,,,rvv,2,510.556000,510.563000,0.007000
165,dronet,4,12,,,rvv,2,510.563000,510.568000,0.005000
166,yolov8_nano,0,13,,,gemmini_q31,0,496.701000,510.763000,14.062000
167,dronet,4,13,,,rvv,2,510.569000,511.225000,0.656000
168,dronet,4,14,,,rvv,2,511.226000,512.523000,1.297000
169,dronet,4,15,,,rvv,2,512.523000,512.617000,0.094000
170,dronet,4,16,,,rvv,2,512.617000,512.621000,0.004000
171,dronet,4,17,,,rvv,2,512.621000,512.622000,0.001000
172,dronet,4,18,,,rvv,2,512.622000,512.625000,0.003000
173,dronet,4,19,,,rvv,2,512.625000,512.627000,0.002000
174,dronet,4,20,,,rvv,2,512.628000,512.629000,0.001000
175,mlp_control,8,0,,,rvv,2,512.629000,512.685000,0.056000
176,yolov8_nano,0,14,,,gemmini_q31,0,510.763000,512.691000,1.928000
177,mlp_control,8,1,,,rvv,2,512.685000,512.711000,0.026000
178,mlp_control,8,2,,,rvv,2,512.711000,513.088000,0.377000
179,mlp_control,8,3,,,rvv,2,513.088000,513.104000,0.016000
180,mlp_control,8,4,,,rvv,2,513.104000,513.200000,0.096000
181,mlp_control,8,5,,,rvv,2,513.200000,513.207000,0.007000
182,mlp_control,8,6,,,rvv,2,513.207000,513.210000,0.003000
183,mlp_control,9,0,,,rvv,2,513.211000,513.257000,0.046000
184,mlp_control,9,1,,,rvv,2,513.257000,513.282000,0.025000
185,mlp_control,9,2,,,rvv,2,513.282000,513.589000,0.307000
186,mlp_control,9,3,,,rvv,2,513.590000,513.605000,0.015000
187,mlp_control,9,4,,,rvv,2,513.605000,513.681000,0.076000
188,mlp_control,9,5,,,rvv,2,513.681000,513.687000,0.006000
189,mlp_control,9,6,,,rvv,2,513.687000,513.690000,0.003000
190,yolov8_nano,0,15,,,gemmini_q31,0,512.691000,519.692000,7.001000
191,yolov8_nano,0,16,,,gemmini_q31,0,519.692000,521.037000,1.345000
192,yolov8_nano,0,17,,,gemmini_q31,0,521.037000,527.954000,6.917000
193,yolov8_nano,0,18,,,gemmini_q31,0,527.954000,529.012000,1.058000
194,yolov8_nano,0,19,,,gemmini_q31,0,529.012000,532.349000,3.337000
195,yolov8_nano,0,20,,,gemmini_q31,0,532.349000,533.403000,1.054000
196,yolov8_nano,0,21,,,gemmini_q31,0,533.403000,536.818000,3.415000
197,yolov8_nano,0,22,,,gemmini_q31,0,536.818000,537.238000,0.420000
198,yolov8_nano,0,23,,,gemmini_q31,0,537.238000,538.311000,1.073000
199,yolov8_nano,0,24,,,gemmini_q31,0,538.311000,541.672000,3.361000
200,yolov8_nano,0,25,,,gemmini_q31,0,541.672000,542.721000,1.049000
201,yolov8_nano,0,26,,,gemmini_q31,0,542.721000,546.234000,3.513000
202,yolov8_nano,0,27,,,gemmini_q31,0,546.234000,546.654000,0.420000
203,dronet,5,0,,,rvv,2,545.594000,547.131000,1.537000
204,yolov8_nano,0,28,,,gemmini_q31,0,546.655000,547.233000,0.578000
205,dronet,5,1,,,rvv,2,547.131000,547.356000,0.225000
206,dronet,5,2,,,rvv,2,547.356000,547.386000,0.030000
207,dronet,5,3,,,rvv,2,547.387000,548.235000,0.848000
208,yolov8_nano,0,29,,,gemmini_q31,0,547.234000,548.841000,1.607000
209,dronet,5,4,,,rvv,2,548.235000,549.076000,0.841000
210,dronet,5,5,,,rvv,2,549.076000,549.260000,0.184000
211,dronet,5,6,,,rvv,2,549.261000,549.272000,0.011000
212,dronet,5,7,,,rvv,2,549.273000,549.282000,0.009000
213,dronet,5,8,,,rvv,2,549.282000,549.863000,0.581000
214,dronet,5,9,,,rvv,2,549.863000,550.969000,1.106000
215,dronet,5,10,,,rvv,2,550.970000,551.082000,0.112000
216,dronet,5,11,,,rvv,2,551.082000,551.088000,0.006000
217,dronet,5,12,,,rvv,2,551.089000,551.094000,0.005000
218,dronet,5,13,,,rvv,2,551.094000,551.749000,0.655000
219,dronet,5,14,,,rvv,2,551.749000,553.042000,1.293000
220,dronet,5,15,,,rvv,2,553.042000,553.134000,0.092000
221,dronet,5,16,,,rvv,2,553.134000,553.138000,0.004000
222,dronet,5,17,,,rvv,2,553.138000,553.139000,0.001000
223,dronet,5,18,,,rvv,2,553.139000,553.141000,0.002000
224,dronet,5,19,,,rvv,2,553.141000,553.144000,0.003000
225,dronet,5,20,,,rvv,2,553.144000,553.145000,0.001000
226,mlp_control,10,0,,,rvv,2,553.146000,553.200000,0.054000
227,mlp_control,10,1,,,rvv,2,553.200000,553.226000,0.026000
228,mlp_control,10,2,,,rvv,2,553.227000,553.602000,0.375000
229,mlp_control,10,3,,,rvv,2,553.602000,553.618000,0.016000
230,mlp_control,10,4,,,rvv,2,553.618000,553.713000,0.095000
231,mlp_control,10,5,,,rvv,2,553.713000,553.720000,0.007000
232,mlp_control,10,6,,,rvv,2,553.720000,553.724000,0.004000
233,mlp_control,11,0,,,rvv,2,553.724000,553.769000,0.045000
234,mlp_control,11,1,,,rvv,2,553.769000,553.794000,0.025000
235,mlp_control,11,2,,,rvv,2,553.794000,554.101000,0.307000
236,mlp_control,11,3,,,rvv,2,554.101000,554.116000,0.015000
237,mlp_control,11,4,,,rvv,2,554.116000,554.192000,0.076000
238,mlp_control,11,5,,,rvv,2,554.193000,554.199000,0.006000
239,mlp_control,11,6,,,rvv,2,554.199000,554.202000,0.003000
240,yolov8_nano,0,30,,,gemmini_q31,0,548.841000,555.650000,6.809000
241,yolov8_nano,0,31,,,gemmini_q31,0,555.650000,556.611000,0.961000
242,yolov8_nano,0,32,,,gemmini_q31,0,556.611000,560.043000,3.432000
243,yolov8_nano,0,33,,,gemmini_q31,0,560.043000,560.715000,0.672000
244,yolov8_nano,0,34,,,gemmini_q31,0,560.715000,564.135000,3.420000
245,yolov8_nano,0,35,,,gemmini_q31,0,564.135000,564.617000,0.482000
246,yolov8_nano,0,36,,,gemmini_q31,0,564.617000,566.308000,1.691000
247,yolov8_nano,0,37,,,gemmini_q31,0,566.308000,566.778000,0.470000
248,yolov8_nano,0,38,,,gemmini_q31,0,566.779000,568.438000,1.659000
249,yolov8_nano,0,39,,,gemmini_q31,0,568.438000,568.651000,0.213000
250,yolov8_nano,0,40,,,gemmini_q31,0,568.652000,569.134000,0.482000
251,yolov8_nano,0,41,,,gemmini_q31,0,569.134000,570.847000,1.713000
252,yolov8_nano,0,42,,,gemmini_q31,0,570.847000,571.315000,0.468000
253,yolov8_nano,0,43,,,gemmini_q31,0,571.315000,573.032000,1.717000
254,yolov8_nano,0,44,,,gemmini_q31,0,573.032000,573.243000,0.211000
255,yolov8_nano,0,45,,,gemmini_q31,0,573.243000,573.533000,0.290000
256,yolov8_nano,0,46,,,gemmini_q31,0,573.533000,574.518000,0.985000
257,yolov8_nano,0,47,,,gemmini_q31,0,574.519000,577.907000,3.388000
258,yolov8_nano,0,48,,,gemmini_q31,0,577.908000,578.419000,0.511000
259,yolov8_nano,0,49,,,gemmini_q31,0,578.419000,580.139000,1.720000
260,yolov8_nano,0,50,,,gemmini_q31,0,580.140000,580.474000,0.334000
261,yolov8_nano,0,51,,,gemmini_q31,0,580.474000,582.226000,1.752000
262,yolov8_nano,0,52,,,gemmini_q31,0,582.226000,582.479000,0.253000
263,yolov8_nano,0,53,,,gemmini_q31,0,582.479000,583.307000,0.828000
264,yolov8_nano,0,54,,,gemmini_q31,0,583.307000,583.548000,0.241000
265,yolov8_nano,0,55,,,gemmini_q31,0,583.548000,584.377000,0.829000
266,yolov8_nano,0,56,,,gemmini_q31,0,584.377000,584.487000,0.110000
267,yolov8_nano,0,57,,,gemmini_q31,0,584.487000,584.597000,0.110000
268,yolov8_nano,0,58,,,gemmini_q31,0,584.597000,584.969000,0.372000
269,dronet,6,0,,,rvv,2,584.996000,586.519000,1.523000
270,yolov8_nano,0,59,,,gemmini_q31,0,584.970000,586.681000,1.711000
271,dronet,6,1,,,rvv,2,586.520000,586.746000,0.226000
272,dronet,6,2,,,rvv,2,586.746000,586.777000,0.031000
273,yolov8_nano,0,60,,,gemmini_q31,0,586.682000,586.871000,0.189000
274,dronet,6,3,,,rvv,2,586.777000,587.621000,0.844000
275,yolov8_nano,0,61,,,gemmini_q31,0,586.871000,587.779000,0.908000
276,dronet,6,4,,,rvv,2,587.621000,588.458000,0.837000
277,dronet,6,5,,,rvv,2,588.458000,588.638000,0.180000
278,dronet,6,6,,,rvv,2,588.639000,588.651000,0.012000
279,dronet,6,7,,,rvv,2,588.651000,588.660000,0.009000
280,yolov8_nano,0,62,,,gemmini_q31,0,587.779000,589.073000,1.294000
281,dronet,6,8,,,rvv,2,588.660000,589.241000,0.581000
282,yolov8_nano,0,63,,,gemmini_q31,0,589.074000,590.343000,1.269000
283,dronet,6,9,,,rvv,2,589.241000,590.347000,1.106000
284,dronet,6,10,,,rvv,2,590.348000,590.460000,0.112000
285,dronet,6,11,,,rvv,2,590.460000,590.466000,0.006000
286,dronet,6,12,,,rvv,2,590.466000,590.472000,0.006000
287,dronet,6,13,,,rvv,2,590.472000,591.127000,0.655000
288,yolov8_nano,0,64,,,gemmini_q31,0,590.343000,591.578000,1.235000
289,yolov8_nano,0,65,,,gemmini_q31,0,591.578000,591.709000,0.131000
290,yolov8_nano,0,66,,,gemmini_q31,0,591.709000,592.141000,0.432000
291,dronet,6,14,,,rvv,2,591.127000,592.434000,1.307000
292,dronet,6,15,,,rvv,2,592.435000,592.527000,0.092000
293,dronet,6,16,,,rvv,2,592.527000,592.531000,0.004000
294,dronet,6,17,,,rvv,2,592.531000,592.532000,0.001000
295,dronet,6,18,,,rvv,2,592.532000,592.534000,0.002000
296,dronet,6,19,,,rvv,2,592.534000,592.537000,0.003000
297,dronet,6,20,,,rvv,2,592.537000,592.538000,0.001000
298,mlp_control,12,0,,,rvv,2,592.539000,592.594000,0.055000
299,mlp_control,12,1,,,rvv,2,592.595000,592.621000,0.026000
300,mlp_control,12,2,,,rvv,2,592.621000,593.001000,0.380000
301,mlp_control,12,3,,,rvv,2,593.001000,593.017000,0.016000
302,mlp_control,12,4,,,rvv,2,593.017000,593.114000,0.097000
303,mlp_control,12,5,,,rvv,2,593.114000,593.121000,0.007000
304,mlp_control,12,6,,,rvv,2,593.121000,593.124000,0.003000
305,mlp_control,13,0,,,rvv,2,593.125000,593.171000,0.046000
306,mlp_control,13,1,,,rvv,2,593.171000,593.196000,0.025000
307,mlp_control,13,2,,,rvv,2,593.196000,593.503000,0.307000
308,mlp_control,13,3,,,rvv,2,593.503000,593.518000,0.015000
309,mlp_control,13,4,,,rvv,2,593.518000,593.594000,0.076000
310,mlp_control,13,5,,,rvv,2,593.594000,593.601000,0.007000
311,mlp_control,13,6,,,rvv,2,593.601000,593.604000,0.003000
312,yolov8_nano,0,67,,,gemmini_q31,0,592.141000,593.856000,1.715000
313,yolov8_nano,0,68,,,gemmini_q31,0,593.857000,594.631000,0.774000
314,yolov8_nano,0,69,,,gemmini_q31,0,594.631000,595.032000,0.401000
315,yolov8_nano,0,70,,,gemmini_q31,0,595.032000,596.332000,1.300000
316,yolov8_nano,0,71,,,gemmini_q31,0,596.332000,599.727000,3.395000
317,yolov8_nano,0,72,,,gemmini_q31,0,599.727000,600.212000,0.485000
318,yolov8_nano,0,73,,,gemmini_q31,0,600.212000,601.908000,1.696000
319,yolov8_nano,0,74,,,gemmini_q31,0,601.908000,602.384000,0.476000
320,yolov8_nano,0,75,,,gemmini_q31,0,602.384000,604.075000,1.691000
321,yolov8_nano,0,76,,,gemmini_q31,0,604.075000,604.286000,0.211000
322,yolov8_nano,0,77,,,gemmini_q31,0,604.287000,605.085000,0.798000
323,yolov8_nano,0,78,,,gemmini_q31,0,605.085000,608.388000,3.303000
324,yolov8_nano,0,79,,,gemmini_q31,0,608.389000,609.578000,1.189000
325,yolov8_nano,0,80,,,gemmini_q31,0,609.578000,610.417000,0.839000
326,yolov8_nano,0,81,,,gemmini_q31,0,610.417000,612.276000,1.859000
327,yolov8_nano,0,82,,,gemmini_q31,0,612.277000,619.109000,6.832000
328,yolov8_nano,0,83,,,gemmini_q31,0,619.110000,620.183000,1.073000
329,yolov8_nano,0,84,,,gemmini_q31,0,620.183000,623.562000,3.379000
330,yolov8_nano,0,85,,,gemmini_q31,0,623.563000,624.615000,1.052000
331,dronet,7,0,,,rvv,2,625.494000,627.021000,1.527000
332,dronet,7,1,,,rvv,2,627.021000,627.245000,0.224000
333,dronet,7,2,,,rvv,2,627.245000,627.275000,0.030000
334,yolov8_nano,0,86,,,gemmini_q31,0,624.616000,628.011000,3.395000
335,dronet,7,3,,,rvv,2,627.275000,628.120000,0.845000
336,yolov8_nano,0,87,,,gemmini_q31,0,628.012000,628.434000,0.422000
337,dronet,7,4,,,rvv,2,628.120000,628.961000,0.841000
338,dronet,7,5,,,rvv,2,628.961000,629.146000,0.185000
339,dronet,7,6,,,rvv,2,629.146000,629.158000,0.012000
340,dronet,7,7,,,rvv,2,629.158000,629.167000,0.009000
341,dronet,7,8,,,rvv,2,629.167000,629.750000,0.583000
342,yolov8_nano,0,88,,,gemmini_q31,0,628.434000,629.896000,1.462000
343,dronet,7,9,,,rvv,2,629.750000,630.856000,1.106000
344,dronet,7,10,,,rvv,2,630.856000,630.969000,0.113000
345,dronet,7,11,,,rvv,2,630.970000,630.976000,0.006000
346,dronet,7,12,,,rvv,2,630.976000,630.981000,0.005000
347,dronet,7,13,,,rvv,2,630.982000,631.636000,0.654000
348,dronet,7,14,,,rvv,2,631.637000,632.928000,1.291000
349,dronet,7,15,,,rvv,2,632.929000,633.020000,0.091000
350,dronet,7,16,,,rvv,2,633.020000,633.024000,0.004000
351,dronet,7,17,,,rvv,2,633.024000,633.025000,0.001000
352,dronet,7,18,,,rvv,2,633.025000,633.027000,0.002000
353,dronet,7,19,,,rvv,2,633.028000,633.030000,0.002000
354,dronet,7,20,,,rvv,2,633.030000,633.031000,0.001000
355,mlp_control,14,0,,,rvv,2,633.032000,633.087000,0.055000
356,mlp_control,14,1,,,rvv,2,633.087000,633.113000,0.026000
357,mlp_control,14,2,,,rvv,2,633.113000,633.493000,0.380000
358,mlp_control,14,3,,,rvv,2,633.493000,633.509000,0.016000
359,mlp_control,14,4,,,rvv,2,633.509000,633.605000,0.096000
360,mlp_control,14,5,,,rvv,2,633.605000,633.612000,0.007000
361,mlp_control,14,6,,,rvv,2,633.612000,633.616000,0.004000
362,mlp_control,15,0,,,rvv,2,633.616000,633.661000,0.045000
363,mlp_control,15,1,,,rvv,2,633.662000,633.686000,0.024000
364,mlp_control,15,2,,,rvv,2,633.686000,633.994000,0.308000
365,mlp_control,15,3,,,rvv,2,633.994000,634.010000,0.016000
366,mlp_control,15,4,,,rvv,2,634.010000,634.087000,0.077000
367,mlp_control,15,5,,,rvv,2,634.087000,634.093000,0.006000
368,mlp_control,15,6,,,rvv,2,634.094000,634.096000,0.002000
369,yolov8_nano,0,89,,,gemmini_q31,0,629.896000,636.663000,6.767000
370,yolov8_nano,0,90,,,gemmini_q31,0,636.664000,637.311000,0.647000
371,yolov8_nano,0,91,,,gemmini_q31,0,637.312000,639.009000,1.697000
372,yolov8_nano,0,92,,,gemmini_q31,0,639.009000,639.225000,0.216000
373,yolov8_nano,0,93,,,gemmini_q31,0,639.225000,640.026000,0.801000
374,yolov8_nano,0,94,,,gemmini_q31,0,640.026000,643.355000,3.329000
375,yolov8_nano,0,95,,,gemmini_q31,0,643.355000,643.838000,0.483000
376,yolov8_nano,0,96,,,gemmini_q31,0,643.839000,645.512000,1.673000
377,yolov8_nano,0,97,,,gemmini_q31,0,645.512000,645.984000,0.472000
378,yolov8_nano,0,98,,,gemmini_q31,0,645.984000,647.696000,1.712000
379,yolov8_nano,0,99,,,gemmini_q31,0,647.696000,647.908000,0.212000
380,yolov8_nano,0,100,,,gemmini_q31,0,647.908000,648.710000,0.802000
381,yolov8_nano,0,101,,,gemmini_q31,0,648.710000,652.056000,3.346000
382,yolov8_nano,0,102,,,gemmini_q31,0,652.057000,652.388000,0.331000
383,yolov8_nano,0,103,,,gemmini_q31,0,652.388000,653.230000,0.842000
384,yolov8_nano,0,104,,,gemmini_q31,0,653.230000,653.338000,0.108000
385,yolov8_nano,0,105,,,gemmini_q31,0,653.338000,653.707000,0.369000
386,yolov8_nano,0,106,,,gemmini_q31,0,653.707000,655.413000,1.706000
387,yolov8_nano,0,107,,,gemmini_q31,0,655.414000,655.667000,0.253000
